Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Cluster
Adventure,0.09,0.07000000000000002,0.0,0.020000000000000004,0.18,0
Action,0.15,0.01999999999999999,0.0,0.010000000000000002,0.18,0
Shooter,0.14,0.04000000000000001,0.0,0.010000000000000002,0.18,1
Action,0.10999999999999999,0.01999999999999999,0.05,0.010000000000000002,0.18,0
Action,0.05999999999999997,0.07000000000000002,0.03,0.020000000000000004,0.18,0
Strategy,0.0,0.0,0.18,6.938893903907228e-18,0.18,1
Shooter,0.07,0.1,0.0,0.010000000000000002,0.18,1
Sports,0.0,0.0,0.18,6.938893903907228e-18,0.18,1
Role-Playing,0.040000000000000036,0.03,0.11,0.010000000000000002,0.18,1
Platform,0.10999999999999999,0.06,0.0,0.020000000000000004,0.18,2
Misc,0.04999999999999999,0.11,0.0,0.020000000000000004,0.18,2
Action,0.1,0.07000000000000002,0.0,0.010000000000000002,0.18,0
Shooter,0.010000000000000009,0.14,0.0,0.04,0.18,1
Adventure,0.13,0.05,0.0,6.938893903907228e-18,0.18,0
Action,0.17,0.0,0.0,0.010000000000000002,0.18,0
Action,0.16000000000000003,0.010000000000000009,0.0,0.020000000000000004,0.18,0
Strategy,0.0,0.0,0.18,6.938893903907228e-18,0.18,1
Misc,0.09,0.07000000000000002,0.0,0.020000000000000004,0.18,2
Adventure,0.09,0.08,0.0,0.020000000000000004,0.18,0
Strategy,0.0,0.15,0.0,0.04,0.18,1
Misc,0.08000000000000002,0.09,0.0,0.010000000000000002,0.18,2
Role-Playing,0.14,0.04000000000000001,0.0,0.010000000000000002,0.18,1
Shooter,0.14,0.04000000000000001,0.0,0.010000000000000002,0.18,1
Misc,0.14,0.04000000000000001,0.0,0.010000000000000002,0.18,2
Action,0.1,0.07000000000000002,0.0,0.010000000000000002,0.18,0
Action,0.12,0.04000000000000001,0.0,0.020000000000000004,0.18,0
Action,0.1,0.07000000000000002,0.0,0.020000000000000004,0.18,0
Sports,0.0,0.0,0.18,6.938893903907228e-18,0.18,1
Role-Playing,0.0,0.0,0.18,6.938893903907228e-18,0.18,1
Platform,0.0,0.0,0.17,0.010000000000000002,0.18,2
Shooter,0.09,0.07000000000000002,0.0,0.020000000000000004,0.18,1
Action,0.07,0.09,0.0,0.020000000000000004,0.18,0
Misc,0.13,0.05,0.0,6.938893903907228e-18,0.18,2
Sports,0.0,0.0,0.0,0.18,0.18,1
Racing,0.04999999999999999,0.1,0.0,0.03,0.18,2
Strategy,0.10999999999999999,0.010000000000000009,0.05,0.010000000000000002,0.18,1
Misc,0.0,0.0,0.18,6.938893903907228e-18,0.18,2
Misc,0.09,0.06,0.009999999999999995,0.020000000000000004,0.18,2
Action,0.13,0.0,0.0,0.05,0.18,0
Misc,0.0,0.0,0.18,6.938893903907228e-18,0.18,2
Misc,0.15,0.01999999999999999,0.0,0.010000000000000002,0.18,2
Action,0.07,0.08,0.009999999999999995,0.010000000000000002,0.18,0
Fighting,0.14,0.04000000000000001,0.0,6.938893903907228e-18,0.18,0
Action,0.17,0.0,0.0,0.010000000000000002,0.18,0
Misc,0.0,0.16,0.0,0.020000000000000004,0.18,2
Sports,0.040000000000000036,0.010000000000000009,0.13,6.938893903907228e-18,0.18,1
Action,0.16000000000000003,0.010000000000000009,0.0,0.010000000000000002,0.18,0
Simulation,0.13,0.04000000000000001,0.0,0.010000000000000002,0.18,1
Misc,0.0,0.16,0.0,0.020000000000000004,0.18,2
Role-Playing,0.07,0.06,0.03,0.020000000000000004,0.18,1
Puzzle,0.04999999999999999,0.12,0.0,0.020000000000000004,0.18,2
Sports,0.14,0.04000000000000001,0.0,6.938893903907228e-18,0.18,1
Role-Playing,0.07,0.03,0.05,0.03,0.18,1
Action,0.10999999999999999,0.06,0.0,0.020000000000000004,0.18,0
Fighting,0.0,0.0,0.18,6.938893903907228e-18,0.18,0
Misc,0.13,0.05,0.0,6.938893903907228e-18,0.18,2
Role-Playing,0.0,0.0,0.18,6.938893903907228e-18,0.18,1
Misc,0.17,0.0,0.0,0.010000000000000002,0.18,2
Racing,0.15,0.03,0.0,0.010000000000000002,0.18,2
Fighting,0.09,0.0,0.07,0.020000000000000004,0.18,0
Sports,0.0,0.0,0.18,6.938893903907228e-18,0.18,1
Platform,0.1,0.06,0.0,0.020000000000000004,0.18,2
Fighting,0.08000000000000002,0.0,0.07,0.03,0.18,0
Strategy,0.0,0.0,0.18,6.938893903907228e-18,0.18,1
Role-Playing,0.05999999999999997,0.03,0.07,0.020000000000000004,0.18,1
Shooter,0.14,0.04000000000000001,0.0,0.010000000000000002,0.18,1
Misc,0.1,0.07000000000000002,0.0,0.010000000000000002,0.18,2
Action,0.16000000000000003,0.0,0.0,0.010000000000000002,0.18,0
Role-Playing,0.09,0.07000000000000002,0.0,0.020000000000000004,0.18,1
Racing,0.09,0.07000000000000002,0.0,0.020000000000000004,0.18,2
Adventure,0.0,0.0,0.17,0.010000000000000002,0.18,0
Sports,0.0,0.14,0.0,0.04,0.18,1
Action,0.040000000000000036,0.12,0.0,0.020000000000000004,0.18,0
Sports,0.13,0.04000000000000001,0.0,0.010000000000000002,0.18,1
Simulation,0.13,0.04000000000000001,0.0,0.010000000000000002,0.18,1
Misc,0.14,0.04000000000000001,0.0,6.938893903907228e-18,0.18,2
Racing,0.14,0.04000000000000001,0.0,6.938893903907228e-18,0.18,2
Shooter,0.0,0.0,0.18,6.938893903907228e-18,0.18,1
Role-Playing,0.09,0.0,0.07,0.020000000000000004,0.18,1
Action,0.14,0.04000000000000001,0.0,6.938893903907228e-18,0.18,0
Simulation,0.0,0.0,0.18,6.938893903907228e-18,0.18,1
Misc,0.12,0.04000000000000001,0.0,0.020000000000000004,0.18,2
Platform,0.13,0.04000000000000001,0.0,0.010000000000000002,0.18,2
Racing,0.04999999999999999,0.1,0.0,0.03,0.18,2
Racing,0.15,0.01999999999999999,0.0,0.010000000000000002,0.18,2
Adventure,0.010000000000000009,0.15,0.0,0.020000000000000004,0.18,0
Adventure,0.13,0.05,0.0,6.938893903907228e-18,0.18,0
Racing,0.14,0.01999999999999999,0.0,0.020000000000000004,0.18,2
Sports,0.0,0.0,0.18,6.938893903907228e-18,0.18,1
Puzzle,0.09,0.07000000000000002,0.0,0.020000000000000004,0.18,2
Action,0.13,0.04000000000000001,0.0,0.010000000000000002,0.18,0
Shooter,0.1,0.06,0.0,0.020000000000000004,0.18,1
Action,0.14,0.03,0.0,0.010000000000000002,0.18,0
Shooter,0.07,0.08,0.0,0.03,0.18,1
Role-Playing,0.08000000000000002,0.08,0.0,0.020000000000000004,0.18,1
Misc,0.0,0.0,0.18,6.938893903907228e-18,0.18,2
Shooter,0.14,0.04000000000000001,0.0,6.938893903907228e-18,0.18,1
Racing,0.17,0.0,0.0,0.010000000000000002,0.18,2
Action,0.13,0.04000000000000001,0.0,0.010000000000000002,0.18,0
Misc,0.0,0.16,0.0,0.020000000000000004,0.18,2
Sports,0.17,0.0,0.0,0.010000000000000002,0.18,1
Racing,0.0,0.0,0.18,6.938893903907228e-18,0.18,2
Action,0.1,0.07000000000000002,0.0,0.020000000000000004,0.18,0
Action,0.1,0.07000000000000002,0.0,0.010000000000000002,0.18,0
Shooter,0.04999999999999999,0.1,0.0,0.03,0.18,1
Sports,0.13,0.05,0.0,6.938893903907228e-18,0.18,1
Action,0.1,0.06,0.0,0.020000000000000004,0.18,0
Shooter,0.05999999999999997,0.09,0.0,0.03,0.18,1
Misc,0.13,0.05,0.0,6.938893903907228e-18,0.18,2
Racing,0.09,0.07000000000000002,0.0,0.020000000000000004,0.18,2
Action,0.10999999999999999,0.04000000000000001,0.020000000000000004,0.010000000000000002,0.18,0
Sports,0.040000000000000036,0.13,0.0,0.010000000000000002,0.18,1
Action,0.14,0.04000000000000001,0.0,0.010000000000000002,0.18,0
Shooter,0.17,0.0,0.0,0.010000000000000002,0.18,1
Strategy,0.09,0.07000000000000002,0.0,0.020000000000000004,0.18,1
Shooter,0.05999999999999997,0.1,0.0,0.010000000000000002,0.18,1
Misc,0.17,0.0,0.0,0.010000000000000002,0.18,2
Sports,0.04999999999999999,0.01999999999999999,0.1,0.010000000000000002,0.18,1
Adventure,0.08000000000000002,0.08,0.0,0.020000000000000004,0.18,0
Sports,0.14,0.04000000000000001,0.0,6.938893903907228e-18,0.18,1
Action,0.1,0.03,0.020000000000000004,0.03,0.18,0
Racing,0.05999999999999997,0.09,0.0,0.020000000000000004,0.18,2
Misc,0.1,0.07000000000000002,0.0,0.010000000000000002,0.18,2
Action,0.0,0.0,0.18,6.938893903907228e-18,0.18,0
Action,0.09,0.07000000000000002,0.0,0.020000000000000004,0.18,0
Action,0.16000000000000003,0.0,0.0,0.010000000000000002,0.18,0
Platform,0.14,0.04000000000000001,0.0,6.938893903907228e-18,0.18,2
Puzzle,0.17,0.0,0.0,0.010000000000000002,0.18,2
Sports,0.1,0.07000000000000002,0.0,0.010000000000000002,0.18,1
Sports,0.09,0.07000000000000002,0.0,0.020000000000000004,0.18,1
Shooter,0.14,0.01999999999999999,0.009999999999999995,0.010000000000000002,0.18,1
Action,0.1,0.07000000000000002,0.0,0.010000000000000002,0.18,0
Action,0.0,0.0,0.18,6.938893903907228e-18,0.18,0
Misc,0.09,0.07000000000000002,0.0,0.020000000000000004,0.18,2
Role-Playing,0.040000000000000036,0.04000000000000001,0.08,0.020000000000000004,0.18,1
Adventure,0.14,0.04000000000000001,0.0,6.938893903907228e-18,0.18,0
Simulation,0.04999999999999999,0.04000000000000001,0.08,0.010000000000000002,0.18,1
Action,0.09,0.04000000000000001,0.0,0.05,0.18,0
Misc,0.13,0.05,0.0,6.938893903907228e-18,0.18,2
Sports,0.16000000000000003,0.0,0.0,0.010000000000000002,0.18,1
Sports,0.040000000000000036,0.03,0.1,0.010000000000000002,0.18,1
Sports,0.14,0.01999999999999999,0.0,0.010000000000000002,0.18,1
Strategy,0.0,0.0,0.18,6.938893903907228e-18,0.18,1
Strategy,0.0,0.0,0.18,6.938893903907228e-18,0.18,1
Racing,0.13,0.04000000000000001,0.0,0.010000000000000002,0.18,2
Platform,0.13,0.05,0.0,6.938893903907228e-18,0.18,2
Sports,0.13,0.05,0.0,6.938893903907228e-18,0.18,1
Role-Playing,0.0,0.0,0.18,6.938893903907228e-18,0.18,1
Simulation,0.0,0.0,0.18,6.938893903907228e-18,0.18,1
Action,0.0,0.0,0.18,6.938893903907228e-18,0.18,0
Racing,0.09,0.07000000000000002,0.0,0.020000000000000004,0.18,2
Racing,0.05999999999999997,0.09,0.0,0.020000000000000004,0.18,2
Fighting,0.09,0.07000000000000002,0.0,0.020000000000000004,0.18,0
Sports,0.17,0.0,0.0,0.010000000000000002,0.18,1
Sports,0.09,0.07000000000000002,0.0,0.020000000000000004,0.18,1
Action,0.10999999999999999,0.05,0.0,0.010000000000000002,0.18,0
Action,0.12,0.04000000000000001,0.0,0.010000000000000002,0.18,0
Platform,0.16000000000000003,0.0,0.0,0.010000000000000002,0.18,2
Sports,0.13,0.05,0.0,6.938893903907228e-18,0.18,1
Adventure,0.16000000000000003,0.0,0.0,0.010000000000000002,0.18,0
Sports,0.17,0.0,0.0,0.010000000000000002,0.18,1
Shooter,0.01999999999999999,0.13,0.0,0.03,0.18,1
Sports,0.1,0.07000000000000002,0.0,0.010000000000000002,0.18,1
Adventure,0.1,0.07000000000000002,0.0,0.010000000000000002,0.18,0
Sports,0.16000000000000003,0.0,0.0,0.010000000000000002,0.18,1
Sports,0.02999999999999997,0.13,0.0,0.010000000000000002,0.18,1
Adventure,0.17,0.0,0.0,0.010000000000000002,0.18,0
Sports,0.13,0.05,0.0,6.938893903907228e-18,0.18,1
Sports,0.13,0.04000000000000001,0.0,0.010000000000000002,0.18,1
Platform,0.13,0.05,0.0,6.938893903907228e-18,0.18,2
Role-Playing,0.0,0.0,0.18,6.938893903907228e-18,0.18,1
Sports,0.0,0.0,0.18,6.938893903907228e-18,0.18,1
Sports,0.13,0.04000000000000001,0.0,0.010000000000000002,0.18,1
Misc,0.13,0.04000000000000001,0.0,0.010000000000000002,0.18,2
Misc,0.16000000000000003,0.0,0.0,0.010000000000000002,0.18,2
Action,0.12,0.03,0.0,0.020000000000000004,0.18,0
Sports,0.13,0.04000000000000001,0.0,0.010000000000000002,0.18,1
Misc,0.15,0.01999999999999999,0.0,0.010000000000000002,0.18,2
Misc,0.14,0.01999999999999999,0.0,0.010000000000000002,0.18,2
Fighting,0.13,0.01999999999999999,0.009999999999999995,0.010000000000000002,0.18,0
Misc,0.07,0.01999999999999999,0.07,0.020000000000000004,0.17000000000000004,2
Action,0.09,0.07000000000000002,0.0,0.020000000000000004,0.17000000000000004,0
Misc,0.10999999999999999,0.04000000000000001,0.0,0.020000000000000004,0.17000000000000004,2
Sports,0.0,0.16,0.0,0.020000000000000004,0.17000000000000004,1
Sports,0.09,0.07000000000000002,0.0,0.020000000000000004,0.17000000000000004,1
Adventure,0.16000000000000003,0.0,0.0,0.010000000000000002,0.17000000000000004,0
Shooter,0.09,0.07000000000000002,0.0,0.020000000000000004,0.17000000000000004,1
Strategy,0.13,0.01999999999999999,0.0,0.020000000000000004,0.17000000000000004,1
Misc,0.0,0.08,0.08,0.010000000000000002,0.17000000000000004,2
Sports,0.0,0.0,0.17,6.938893903907228e-18,0.17000000000000004,1
Action,0.09,0.05,0.0,0.03,0.17000000000000004,0
Adventure,0.0,0.14,0.0,0.04,0.17000000000000004,0
Adventure,0.07,0.09,0.0,0.020000000000000004,0.17000000000000004,0
Adventure,0.1,0.07000000000000002,0.0,0.010000000000000002,0.17000000000000004,0
Racing,0.040000000000000036,0.1,0.0,0.04,0.17000000000000004,2
Sports,0.0,0.0,0.17,6.938893903907228e-18,0.17000000000000004,1
Sports,0.09,0.07000000000000002,0.0,0.020000000000000004,0.17000000000000004,1
Action,0.07,0.01999999999999999,0.06,0.03,0.17000000000000004,0
Sports,0.12,0.05,0.0,6.938893903907228e-18,0.17000000000000004,1
Action,0.10999999999999999,0.04000000000000001,0.0,0.020000000000000004,0.17000000000000004,0
Sports,0.09,0.07000000000000002,0.0,0.020000000000000004,0.17000000000000004,1
Platform,0.13,0.03,0.0,6.938893903907228e-18,0.17000000000000004,2
Adventure,0.09,0.07000000000000002,0.0,0.020000000000000004,0.17000000000000004,0
Platform,0.13,0.03,0.0,6.938893903907228e-18,0.17000000000000004,2
Action,0.14,0.01999999999999999,0.0,0.020000000000000004,0.17000000000000004,0
Adventure,0.1,0.04000000000000001,0.0,0.03,0.17000000000000004,0
Misc,0.10999999999999999,0.05,0.0,0.020000000000000004,0.17000000000000004,2
Sports,0.16000000000000003,0.0,0.0,0.010000000000000002,0.17000000000000004,1
Fighting,0.1,0.07000000000000002,0.0,0.010000000000000002,0.17000000000000004,0
Adventure,0.09,0.01999999999999999,0.06,0.010000000000000002,0.17000000000000004,0
Misc,0.12,0.05,0.0,6.938893903907228e-18,0.17000000000000004,2
Shooter,0.0,0.0,0.17,6.938893903907228e-18,0.17000000000000004,1
Sports,0.16000000000000003,0.0,0.0,0.010000000000000002,0.17000000000000004,1
Sports,0.13,0.03,0.0,6.938893903907228e-18,0.17000000000000004,1
Sports,0.16000000000000003,0.0,0.0,0.010000000000000002,0.17000000000000004,1
Role-Playing,0.0,0.0,0.17,6.938893903907228e-18,0.17000000000000004,1
Sports,0.08000000000000002,0.07000000000000002,0.0,0.020000000000000004,0.17000000000000004,1
Action,0.07,0.07000000000000002,0.009999999999999995,0.03,0.17000000000000004,0
Strategy,0.0,0.0,0.17,6.938893903907228e-18,0.17000000000000004,1
Action,0.13,0.03,0.0,6.938893903907228e-18,0.17000000000000004,0
Sports,0.13,0.04000000000000001,0.0,0.010000000000000002,0.17000000000000004,1
Fighting,0.0,0.0,0.16000000000000003,0.010000000000000002,0.17000000000000004,0
Role-Playing,0.08000000000000002,0.08,0.0,0.020000000000000004,0.17000000000000004,1
Sports,0.16000000000000003,0.0,0.0,0.010000000000000002,0.17000000000000004,1
Action,0.1,0.07000000000000002,0.0,0.010000000000000002,0.17000000000000004,0
Sports,0.16000000000000003,0.0,0.0,0.010000000000000002,0.17000000000000004,1
Simulation,0.16000000000000003,0.0,0.0,0.010000000000000002,0.17000000000000004,1
Action,0.0,0.0,0.17,6.938893903907228e-18,0.17000000000000004,0
Sports,0.08000000000000002,0.07000000000000002,0.0,0.020000000000000004,0.17000000000000004,1
Fighting,0.13,0.03,0.0,0.020000000000000004,0.17000000000000004,0
Puzzle,0.16000000000000003,0.0,0.0,0.010000000000000002,0.17000000000000004,2
Sports,0.16000000000000003,0.0,0.0,0.010000000000000002,0.17000000000000004,1
Action,0.0,0.0,0.17,6.938893903907228e-18,0.17000000000000004,0
Platform,0.13,0.03,0.0,6.938893903907228e-18,0.17000000000000004,2
Role-Playing,0.07,0.08,0.0,0.020000000000000004,0.17000000000000004,1
Sports,0.15,0.010000000000000009,0.0,0.010000000000000002,0.17000000000000004,1
Action,0.16000000000000003,0.010000000000000009,0.0,0.010000000000000002,0.17000000000000004,0
Action,0.13,0.03,0.0,6.938893903907228e-18,0.17000000000000004,0
Shooter,0.13,0.04000000000000001,0.0,0.010000000000000002,0.17000000000000004,1
Platform,0.08000000000000002,0.06,0.0,0.03,0.17000000000000004,2
Action,0.0,0.0,0.17,6.938893903907228e-18,0.17000000000000004,0
Action,0.08000000000000002,0.07000000000000002,0.0,0.020000000000000004,0.17000000000000004,0
Sports,0.12,0.05,0.0,6.938893903907228e-18,0.17000000000000004,1
Shooter,0.08000000000000002,0.07000000000000002,0.0,0.020000000000000004,0.17000000000000004,1
Misc,0.13,0.04000000000000001,0.0,0.010000000000000002,0.17000000000000004,2
Action,0.08000000000000002,0.07000000000000002,0.0,0.020000000000000004,0.17000000000000004,0
Fighting,0.13,0.03,0.0,6.938893903907228e-18,0.17000000000000004,0
Puzzle,0.13,0.03,0.0,0.010000000000000002,0.17000000000000004,2
Platform,0.1,0.07000000000000002,0.0,0.010000000000000002,0.17000000000000004,2
Sports,0.0,0.0,0.17,6.938893903907228e-18,0.17000000000000004,1
Fighting,0.0,0.0,0.17,6.938893903907228e-18,0.17000000000000004,0
Action,0.0,0.0,0.17,6.938893903907228e-18,0.17000000000000004,0
Adventure,0.16000000000000003,0.0,0.0,0.010000000000000002,0.17000000000000004,0
Action,0.05999999999999997,0.04000000000000001,0.04,0.03,0.17000000000000004,0
Strategy,0.0,0.0,0.16000000000000003,0.010000000000000002,0.17000000000000004,1
Adventure,0.0,0.0,0.16000000000000003,0.010000000000000002,0.17000000000000004,0
Shooter,0.15,0.010000000000000009,0.0,0.010000000000000002,0.17000000000000004,1
Shooter,0.13,0.04000000000000001,0.0,0.010000000000000002,0.17000000000000004,1
Shooter,0.13,0.04000000000000001,0.0,0.010000000000000002,0.17000000000000004,1
Platform,0.04999999999999999,0.08,0.0,0.04,0.17000000000000004,2
Racing,0.08000000000000002,0.07000000000000002,0.0,0.020000000000000004,0.17000000000000004,2
Strategy,0.08000000000000002,0.07000000000000002,0.0,0.020000000000000004,0.17000000000000004,1
Misc,0.12,0.05,0.0,6.938893903907228e-18,0.17000000000000004,2
Action,0.16000000000000003,0.0,0.0,0.010000000000000002,0.17000000000000004,0
Sports,0.08000000000000002,0.07000000000000002,0.0,0.020000000000000004,0.17000000000000004,1
Action,0.08000000000000002,0.07000000000000002,0.0,0.020000000000000004,0.17000000000000004,0
Role-Playing,0.02999999999999997,0.0,0.14,6.938893903907228e-18,0.17000000000000004,1
Strategy,0.010000000000000009,0.12,0.0,0.03,0.17000000000000004,1
Action,0.12,0.04000000000000001,0.0,0.010000000000000002,0.17000000000000004,0
Sports,0.08000000000000002,0.07000000000000002,0.0,0.020000000000000004,0.17000000000000004,1
Action,0.0,0.0,0.16000000000000003,0.010000000000000002,0.17000000000000004,0
Action,0.1,0.04000000000000001,0.0,0.020000000000000004,0.17000000000000004,0
Sports,0.15,0.010000000000000009,0.0,0.010000000000000002,0.17000000000000004,1
Action,0.05999999999999997,0.07000000000000002,0.04,0.010000000000000002,0.17000000000000004,0
Fighting,0.0,0.0,0.16000000000000003,0.010000000000000002,0.17000000000000004,0
Action,0.08000000000000002,0.07000000000000002,0.0,0.020000000000000004,0.17000000000000004,0
Role-Playing,0.0,0.0,0.17,6.938893903907228e-18,0.17000000000000004,1
Role-Playing,0.0,0.0,0.17,6.938893903907228e-18,0.17000000000000004,1
Misc,0.16000000000000003,0.0,0.0,0.010000000000000002,0.17000000000000004,2
Strategy,0.0,0.0,0.17,6.938893903907228e-18,0.17000000000000004,1
Platform,0.13,0.03,0.0,6.938893903907228e-18,0.17000000000000004,2
Platform,0.12,0.05,0.0,6.938893903907228e-18,0.17000000000000004,2
Action,0.0,0.0,0.17,6.938893903907228e-18,0.17000000000000004,0
Sports,0.16000000000000003,0.0,0.0,0.010000000000000002,0.17000000000000004,1
Sports,0.16000000000000003,0.0,0.0,0.010000000000000002,0.17000000000000004,1
Action,0.07,0.07000000000000002,0.0,0.03,0.17000000000000004,0
Action,0.13,0.04000000000000001,0.0,0.010000000000000002,0.17000000000000004,0
Role-Playing,0.02999999999999997,0.12,0.0,0.010000000000000002,0.17000000000000004,1
Sports,0.13,0.01999999999999999,0.0,0.020000000000000004,0.17000000000000004,1
Action,0.0,0.03,0.14,6.938893903907228e-18,0.17000000000000004,0
Racing,0.0,0.0,0.17,6.938893903907228e-18,0.17000000000000004,2
Fighting,0.04999999999999999,0.04000000000000001,0.07,0.010000000000000002,0.17000000000000004,0
Action,0.16000000000000003,0.0,0.0,0.010000000000000002,0.17000000000000004,0
Sports,0.16000000000000003,0.0,0.0,0.010000000000000002,0.17000000000000004,1
Puzzle,0.040000000000000036,0.12,0.0,0.020000000000000004,0.17000000000000004,2
Action,0.13,0.04000000000000001,0.0,0.010000000000000002,0.17000000000000004,0
Misc,0.0,0.15,0.0,0.020000000000000004,0.17000000000000004,2
Sports,0.16000000000000003,0.0,0.0,0.010000000000000002,0.17000000000000004,1
Action,0.13,0.03,0.0,0.010000000000000002,0.17000000000000004,0
Action,0.12,0.05,0.0,6.938893903907228e-18,0.17000000000000004,0
Action,0.09,0.07000000000000002,0.0,0.020000000000000004,0.17000000000000004,0
Platform,0.09,0.06,0.0,0.010000000000000002,0.17000000000000004,2
Puzzle,0.16000000000000003,0.0,0.0,0.010000000000000002,0.17000000000000004,2
Misc,0.16000000000000003,0.0,0.0,0.010000000000000002,0.17000000000000004,2
Action,0.14,0.01999999999999999,0.0,0.010000000000000002,0.17000000000000004,0
Racing,0.07,0.09,0.0,0.020000000000000004,0.17000000000000004,2
Misc,0.0,0.0,0.17,6.938893903907228e-18,0.17000000000000004,2
Racing,0.14,0.03,0.0,6.938893903907228e-18,0.17000000000000004,2
Adventure,0.04999999999999999,0.010000000000000009,0.11,6.938893903907228e-18,0.17000000000000004,0
Shooter,0.12,0.05,0.0,6.938893903907228e-18,0.17000000000000004,1
Action,0.13,0.04000000000000001,0.0,0.010000000000000002,0.17000000000000004,0
Simulation,0.14,0.010000000000000009,0.0,0.010000000000000002,0.17000000000000004,1
Misc,0.12,0.05,0.0,6.938893903907228e-18,0.17000000000000004,2
Role-Playing,0.05999999999999997,0.03,0.06,0.020000000000000004,0.17000000000000004,1
Sports,0.08000000000000002,0.06,0.0,0.020000000000000004,0.17000000000000004,1
Action,0.0,0.0,0.17,6.938893903907228e-18,0.17000000000000004,0
Misc,0.08000000000000002,0.06,0.0,0.020000000000000004,0.17000000000000004,2
Adventure,0.0,0.0,0.17,6.938893903907228e-18,0.17000000000000004,0
Action,0.12,0.04000000000000001,0.0,6.938893903907228e-18,0.17000000000000004,0
Strategy,0.01999999999999999,0.12,0.0,0.03,0.17000000000000004,1
Sports,0.0,0.0,0.17,6.938893903907228e-18,0.17000000000000004,1
Role-Playing,0.01999999999999999,0.01999999999999999,0.12,0.010000000000000002,0.17000000000000004,1
Misc,0.16000000000000003,0.0,0.0,0.010000000000000002,0.17000000000000004,2
Sports,0.1,0.04000000000000001,0.0,0.03,0.17000000000000004,1
Adventure,0.10999999999999999,0.04000000000000001,0.0,0.010000000000000002,0.17000000000000004,0
Misc,0.16000000000000003,0.0,0.0,0.010000000000000002,0.17000000000000004,2
Role-Playing,0.0,0.0,0.17,6.938893903907228e-18,0.17000000000000004,1
Adventure,0.0,0.0,0.16000000000000003,6.938893903907228e-18,0.17000000000000004,0
Action,0.16000000000000003,0.0,0.0,0.010000000000000002,0.17000000000000004,0
Sports,0.04999999999999999,0.04000000000000001,0.06,0.010000000000000002,0.17000000000000004,1
Action,0.09,0.06,0.0,0.010000000000000002,0.17000000000000004,0
Puzzle,0.1,0.06,0.0,0.020000000000000004,0.17000000000000004,2
Misc,0.14,0.010000000000000009,0.0,0.010000000000000002,0.17000000000000004,2
Action,0.08000000000000002,0.06,0.0,0.020000000000000004,0.17000000000000004,0
Action,0.12,0.03,0.0,0.010000000000000002,0.17000000000000004,0
Action,0.16000000000000003,0.0,0.0,0.010000000000000002,0.17000000000000004,0
Action,0.08000000000000002,0.06,0.0,0.020000000000000004,0.17000000000000004,0
Simulation,0.08000000000000002,0.07000000000000002,0.0,0.020000000000000004,0.17000000000000004,1
Misc,0.10999999999999999,0.01999999999999999,0.03,0.010000000000000002,0.17000000000000004,2
Shooter,0.0,0.0,0.17,6.938893903907228e-18,0.17000000000000004,1
Shooter,0.08000000000000002,0.06,0.0,0.020000000000000004,0.17000000000000004,1
Action,0.09,0.06,0.0,0.010000000000000002,0.17000000000000004,0
Action,0.040000000000000036,0.03,0.09,0.010000000000000002,0.17000000000000004,0
Action,0.09,0.06,0.0,0.010000000000000002,0.17000000000000004,0
Racing,0.0,0.12,0.03,0.020000000000000004,0.17000000000000004,2
Sports,0.13,0.03,0.0,6.938893903907228e-18,0.17000000000000004,1
Racing,0.15,0.0,0.0,0.010000000000000002,0.17000000000000004,2
Action,0.10999999999999999,0.05,0.0,0.010000000000000002,0.17000000000000004,0
Shooter,0.12,0.04000000000000001,0.0,6.938893903907228e-18,0.17000000000000004,1
Fighting,0.0,0.0,0.17,6.938893903907228e-18,0.17000000000000004,0
Platform,0.13,0.03,0.0,6.938893903907228e-18,0.17000000000000004,2
Role-Playing,0.0,0.0,0.16000000000000003,0.010000000000000002,0.17000000000000004,1
Sports,0.08000000000000002,0.06,0.0,0.020000000000000004,0.17000000000000004,1
Shooter,0.13,0.04000000000000001,0.0,0.010000000000000002,0.17000000000000004,1
Racing,0.09,0.06,0.0,0.010000000000000002,0.17000000000000004,2
Sports,0.09,0.06,0.0,0.010000000000000002,0.17000000000000004,1
Misc,0.13,0.03,0.0,0.010000000000000002,0.17000000000000004,2
Action,0.13,0.04000000000000001,0.0,0.010000000000000002,0.17000000000000004,0
Role-Playing,0.0,0.0,0.17,6.938893903907228e-18,0.17000000000000004,1
Racing,0.09,0.06,0.0,0.010000000000000002,0.17000000000000004,2
Action,0.15,0.010000000000000009,0.0,0.010000000000000002,0.17000000000000004,0
Sports,0.07,0.06,0.020000000000000004,0.020000000000000004,0.17000000000000004,1
Misc,0.08000000000000002,0.06,0.0,0.020000000000000004,0.17000000000000004,2
Fighting,0.01999999999999999,0.01999999999999999,0.12,6.938893903907228e-18,0.17000000000000004,0
Adventure,0.01999999999999999,0.010000000000000009,0.12,0.010000000000000002,0.17000000000000004,0
Action,0.09,0.06,0.0,0.010000000000000002,0.17000000000000004,0
Sports,0.15,0.0,0.0,0.010000000000000002,0.17000000000000004,1
Sports,0.0,0.0,0.17,6.938893903907228e-18,0.17000000000000004,1
Platform,0.13,0.03,0.0,6.938893903907228e-18,0.17000000000000004,2
Misc,0.0,0.16,0.0,0.010000000000000002,0.17000000000000004,2
Racing,0.14,0.010000000000000009,0.0,0.020000000000000004,0.17000000000000004,2
